id	x	y	group
_h5_4338	21336.41	22250.23	108
_h5_4310	21337.86	22247.27	108
_h6_202	21911.12	18908.8	301
_h5_4448	25435.32	20802.46	1228
_h5_3792	25306.32	24918.97	61
_h5_4324	25407.21	20756.66	1228
_h5_4333	23164.56	18653.34	301
_h5_4365	23207.16	18651.67	301
_h5_4332	23989.04	18848.34	1228
_h5_4209	23736.14	18736.88	1228
_h5_4280	23959.78	18832.77	1228
_h6_1462	42190.75	31418.87	7962
_h6_1307	22579.09	27912.84	74020
_h6_1222	40902.4	30417.69	7962
_h5_4631	22368.73	22420.28	50084
_h6_979	19566.3	17546.28	2
_h6_1194	18351.16	16884.58	27340
_h5_4336	31909.17	26214.72	411
_h6_1703	15209.94	13915.23	27340
_h6_1495	15375.85	14145.56	27340
_h5_3849	15761.22	14541.05	27340
_h5_3860	15443.04	14242.86	27340
_h5_4335	36273.65	26889.72	411
_h5_4334	24608.44	24879.14	152
_h5_4730	25810.34	21973.75	1228
_h5_4725	26372.13	25252.87	61
_h5_4743	26283.66	25015.52	61
_h5_4689	30227.5	22828.87	484
_h5_4134	30112.6	22830.32	484
_h5_4688	26105.75	23755.59	1228
_h5_4700	13939.59	12251.51	53255
_h5_4721	21286.88	18963.33	301
_h5_4749	22312.41	19008.18	301
_h5_4638	24133.59	23867.99	60
_h5_4723	28392.29	26429.05	84
_h6_1170	41677.59	30913.92	7962
_h5_4620	28812.35	26420.66	84
_h5_4642	28992.44	26397.79	84
_h5_4741	28222.1	26413.27	84
_h5_4745	28479.48	26433.11	84
_h5_4779	28610.01	26433.25	84
_h6_1221	16864.16	15528.7	27340
_h5_4644	26760.77	26050.54	61
_h6_1418	6772.72	15393.06	122465
_h5_4680	28116.98	26397.55	84
_h5_4735	28159.37	26404.31	84
_h6_1192	15224.0	14187.89	27340
_h5_4685	19083.78	21856.04	166
_h5_4671	19374.18	21660.48	166
_h5_4467	19156.9	23367.23	166
_h6_1533	6745.63	15418.17	122465
_h5_4805	24676.21	19477.2	1228
_h5_4845	19140.06	22433.03	166
_h6_615	19773.14	18654.8	2
_h5_4226	25709.2	25329.27	61
_h5_4558	25939.5	25561.81	61
_h6_6	25173.26	20402.44	1228
_h5_3725	13626.99	11965.93	53255
_h6_1393	28517.56	22744.95	109891
_h6_693	15302.97	24957.58	122
_h5_3877	23026.71	31457.64	114333
_h5_4130	19754.09	18118.85	2
_h5_4657	20885.53	23042.03	187
_h6_7	17211.0	16010.99	27340
_h5_4869	6612.74	15593.95	122465
_h5_4441	22755.33	28000.09	74020
_h5_4456	21304.71	22964.24	187
_h5_4854	25386.4	17255.69	69293
_h5_4356	25564.57	16992.05	69293
_h6_1129	25068.15	18071.31	69293
_h6_1183	25184.1	17570.85	69293
_h5_4434	22400.1	23023.31	50084
_h6_281	37197.88	27778.61	7962
_h5_4438	24687.82	19534.66	1228
_h5_3828	37845.14	20890.81	53406
_h5_4468	24578.94	19363.08	1228
_h5_4533	25945.79	22801.17	1228
_h5_4535	38222.98	28703.87	7962
_h5_4443	24942.62	24777.5	61
_h5_3739	16778.71	15429.8	27340
_h5_3879	16440.12	24587.22	122
_h5_4279	30224.42	22826.02	484
_h6_1602	22864.42	29787.09	128570
_h6_761	37331.13	27933.69	7962
_h5_4102	22214.84	15134.6	301
_h5_4431	21647.48	24645.11	393
_h5_4369	24153.88	23894.36	60
_h5_4433	15878.27	24695.71	122
_h6_1484	15077.8	13770.48	27340
_h6_1321	25635.49	16855.11	69293
_h5_4013	25899.39	22697.95	1228
_h6_1507	15850.0	14589.16	27340
_h5_4666	25906.96	22698.18	1228
_h5_4676	14600.17	25300.41	122
_h5_4437	25197.6	24812.27	61
_h5_4298	22993.21	18671.71	301
_h6_1086	39891.71	29565.68	7962
_h6_908	19041.55	17093.43	27340
_h6_1274	22086.84	14914.28	301
_h5_4037	22269.29	22411.23	50084
_h5_4531	20379.23	19172.65	2
_h5_4512	20264.57	19227.07	2
_h5_3932	23642.3	23657.13	60
_h5_3953	23647.99	23659.11	60
_h6_1543	15327.64	14073.44	27340
_h6_1855	44406.63	31186.92	7962
_h6_325	23828.11	18750.98	1228
_h5_4726	25583.59	25214.55	61
_h5_4138	32114.99	26317.22	411
_h5_4032	22868.89	23429.76	50084
_h5_4065	22896.06	23437.04	50084
_h5_3793	22589.55	23402.28	50084
_h6_1604	15902.32	14626.37	27340
_h5_3815	13541.42	11884.64	53255
_h5_3675	15326.55	13423.55	27340
_h5_4457	30256.65	22813.36	484
_h6_203	36372.19	26961.51	411
_h6_1190	15241.04	14206.08	27340
_h5_3822	26282.86	25056.28	61
_h6_1415	16386.87	14958.89	27340
_h5_4539	22370.99	23011.05	50084
_h5_4568	26300.46	24927.46	61
_h5_4578	12236.19	24855.48	2873
_h6_1659	13454.46	17652.66	133847
_h5_3622	24144.87	24523.53	152
_h5_3623	24170.03	24541.67	152
_h5_3772	25187.39	24789.11	61
_h6_1314	41242.67	30846.06	7962
_h5_4561	27400.89	26251.62	61
_h6_1414	27381.96	11982.81	145930
_h5_4389	26298.86	25157.75	61
_h5_4354	27590.55	26285.13	61
_h6_1730	15150.13	13837.54	27340
_h5_4852	24620.68	19388.15	1228
_h6_984	14888.94	13605.75	27340
_h5_4366	21993.31	19724.68	301
_h6_944	22498.51	18164.85	301
_h6_1144	22833.13	17196.25	301
_h6_1228	17043.09	15769.1	27340
_h6_1417	16724.34	15320.46	27340
_h6_703	22639.24	23029.61	50084
_h6_710	23095.95	18639.0	301
_h5_4084	22198.59	22676.17	50084
_h5_4118	26246.64	24369.58	1228
_h5_4158	22196.2	22731.56	50084
_h6_1468	41355.44	31056.35	7962
_h5_4461	26232.19	24373.96	1228
_h5_4161	25977.48	25595.33	61
_h5_4497	26039.94	25633.15	61
_h6_1753	44089.62	31000.61	7962
_h5_3648	25191.54	24793.46	61
_h6_765	19741.48	17956.37	2
_h6_545	16007.62	24656.89	122
_h6_1490	21588.29	35664.8	119175
_h5_4403	24645.84	19428.04	1228
_h6_552	37282.49	27882.57	7962
_h5_4810	24872.25	19862.0	1228
_h5_4797	26122.06	23742.27	1228
_h5_4804	19227.22	23443.71	166
_h5_3918	22801.98	16329.1	301
_h6_907	37623.08	28261.89	7962
_h5_4520	22466.71	22950.05	50084
_h6_922	22396.73	18557.16	301
_h5_3890	14384.5	12981.93	27340
_h5_4358	30017.35	26010.04	84
_h5_4567	14012.4	25394.0	122
_h6_963	19437.32	17371.54	27340
_h5_4491	25330.18	24938.31	61
_h6_1135	41596.89	30950.95	7962
_h5_4391	25776.18	21543.34	1228
_h5_4353	26231.67	23240.37	1228
_h5_3956	23396.74	23569.52	50084
_h5_3915	23128.53	23513.22	50084
_h5_4550	25213.12	24831.98	61
_h5_3954	40870.2	30364.41	7962
_h5_4101	20963.79	18999.03	301
_h5_4228	20867.74	19015.45	301
_h6_695	19716.81	19110.76	2
_h6_1236	40600.01	30126.28	7962
_h6_949	38291.5	28875.74	7962
_h6_838	37894.73	28528.9	7962
_h5_3946	21722.67	22896.28	50084
_h6_814	19709.6	19189.64	2
_h6_569	19702.98	19291.27	2
_h5_3965	25267.9	24878.04	61
_h5_4011	25248.42	24859.65	61
_h6_837	40448.59	29978.59	7962
_h5_4357	24364.42	19119.01	1228
_h5_4367	25201.73	24821.07	61
_h5_4384	25196.77	24816.11	61
_h5_4697	30856.06	25880.55	411
_h5_4157	33455.09	20828.72	100564
_h5_3582	33374.96	20871.48	100564
_h5_3970	19222.45	23487.18	166
_h5_3994	19117.99	17151.24	27340
_h5_4023	19159.31	23724.47	166
_h5_4281	19008.85	17099.8	27340
_h6_1838	44456.12	31206.64	7962
_h6_627	36464.51	27020.45	411
_h5_4633	24191.77	24572.44	152
_h5_4195	23150.74	18650.77	301
_h5_4328	23036.29	18665.06	301
_h5_4154	25366.32	20678.29	1228
_h5_4100	22405.08	15407.23	301
_h5_4208	21368.49	24528.83	175
_h6_677	18220.89	24482.58	166
_h5_4005	19659.83	19726.94	2
_h5_4026	40006.73	29615.66	7962
_h5_4245	23657.1	23662.33	60
_h5_4459	19227.64	20424.21	2
_h5_3737	24120.68	23860.68	60
_h5_3617	24100.25	23849.33	60
_h5_3898	24128.11	23861.04	60
_h5_4269	22229.03	22362.41	50084
_h5_4095	25981.54	22822.9	1228
_h6_214	18277.75	24462.52	166
_h5_4174	21871.36	22859.99	50084
_h6_466	34407.93	26723.25	411
_h5_4498	26926.43	25980.18	61
_h5_4712	20842.09	19007.39	301
_h6_1342	15319.87	13773.58	27340
_h5_4855	30843.25	25874.78	411
_h5_4809	31349.81	26011.7	411
_h5_4834	32321.42	26764.32	411
_h6_14	30416.42	22755.44	484
_h5_4836	26146.56	23264.05	1228
_h5_4816	26138.17	23610.2	1228
_h5_4800	25361.87	20666.48	1228
_h5_4783	25339.62	20646.89	1228
_h5_4175	25391.12	20707.17	1228
_h5_4793	25570.57	20978.35	1228
_h6_930	8440.7	27197.56	71609
_h5_3880	43907.71	30844.65	7962
_h5_4424	24702.0	19552.85	1228
_h6_800	18634.02	24284.26	166
_h6_862	14189.51	25364.63	122
_h6_1319	17072.92	15811.07	27340
_h6_1196	41537.33	30975.43	7962
_h5_4619	25375.53	24983.95	61
_h5_4605	14829.38	25217.26	122
_h5_4587	25359.41	24967.73	61
_h6_1628	15395.51	14158.98	27340
_h5_4373	18174.5	16840.4	27340
_h5_4099	20118.93	23184.95	187
_h5_4592	20972.01	23025.25	187
_h6_1820	43679.44	31861.2	7962
_h5_4759	20953.49	23032.2	187
_h6_830	7168.14	27657.49	59450
_h5_3655	14362.15	12333.91	53255
_h6_1084	12597.25	24929.04	2873
_h5_4504	25816.21	25435.75	61
_h5_4515	29765.82	22706.07	484
_h5_4276	14869.73	10652.03	129262
_h6_1158	11883.26	24816.47	2873
_h5_4088	23392.34	23571.71	50084
_h5_4342	22938.9	23447.32	50084
_h5_4080	12022.83	10385.46	124736
_h5_4329	26187.98	24178.25	1228
_h6_1220	8301.48	27272.64	71609
_h6_200	33805.12	26697.12	411
_h6_163	36420.19	26995.04	411
_h5_4273	19129.43	20757.6	2
_h5_3988	22814.49	16397.98	301
_h6_626	19583.5	19982.21	2
_h5_4149	19589.79	19597.09	2
_h6_1251	17182.91	15971.56	27340
_h5_4270	28179.13	22826.07	109891
_h5_4271	19358.13	20157.85	2
_h5_4221	20898.82	18994.86	301
_h6_766	21523.82	33244.38	47590
_h6_333	20555.98	24305.74	175
_h6_1772	26111.77	15553.47	149492
_h6_1233	22681.72	27981.42	74020
_h5_3768	13096.34	25177.88	2873
_h6_1845	44161.81	32238.36	7962
_h5_4599	26287.47	25117.14	61
_h6_24	19170.68	22753.15	166
_h6_25	35233.62	26707.53	411
_h6_20	23319.49	18637.83	301
_h6_1350	28376.68	22782.65	109891
_h6_21	25255.35	26687.46	1866
_h6_22	33020.1	26577.97	411
_h5_4866	32146.81	26325.68	411
_h6_23	21296.5	24296.1	175
_h5_4066	22876.74	29783.03	128570
_h5_4628	21098.64	24367.73	175
_h5_4795	20835.92	23050.49	187
_h5_4794	18699.55	21632.99	166
_h5_4780	18867.6	21676.89	166
_h5_4796	32656.06	26492.44	411
_h5_4658	29959.04	26056.78	84
_h5_4673	29865.17	26108.23	84
_h5_4767	29857.1	26108.63	84
_h5_4659	26725.61	26312.29	61
_h5_4518	26399.36	25785.95	61
_h5_4610	26299.36	25609.55	61
_h5_4649	26461.76	25858.83	61
_h5_4541	26914.8	26169.09	61
_h5_4654	19561.19	21650.99	166
_h5_4421	19845.52	21641.83	166
_h5_4608	17842.24	24532.41	122
_h5_4655	19807.31	23234.95	187
_h5_4598	27322.79	26256.16	61
_h5_4647	27466.62	26283.59	61
_h5_4579	26127.28	23716.6	1228
_h6_1242	17071.68	15815.03	27340
_h5_4577	25388.23	20735.35	1228
_h6_1574	42988.21	31656.87	7962
_h5_4607	25225.39	24842.87	61
_h5_4570	26152.37	24029.81	1228
_h5_4474	19174.24	23684.37	166
_h5_4534	19228.65	23203.68	166
_h6_1729	43145.21	31680.05	7962
_h5_4194	25774.8	22154.77	1228
_h5_3638	25891.97	22703.54	1228
_h5_4546	25380.06	24993.2	61
_h5_4470	25157.62	20412.74	1228
_h5_4407	25241.96	24858.11	61
_h5_4464	25128.63	20369.9	1228
_h6_887	9636.77	22897.95	107869
_h5_4409	27070.17	26171.87	61
_h5_4472	26318.4	25192.84	61
_h5_4473	34389.71	26726.48	411
_h5_4771	19228.2	20385.59	2
_h5_4774	19834.17	23229.97	187
_h6_839	19776.34	18211.32	2
_h6_1608	14876.87	10459.09	129262
_h5_4185	19629.98	19471.4	2
_h6_711	19725.7	17882.42	2
_h6_74	19207.92	23143.16	166
_h5_4489	23283.05	18776.89	301
_h5_4538	24139.37	23871.42	60
_h5_4483	24869.37	24673.5	61
_h5_4484	38232.14	29009.02	7962
_h5_4634	19891.19	23219.57	187
_h5_4585	25475.27	25089.16	61
_h5_4606	19921.02	23214.29	187
_h5_4646	15126.49	25069.93	122
_h5_4394	25521.23	28098.15	53
_h5_4259	25006.78	20170.14	1228
_h5_4508	19216.34	23356.16	166
_h6_1336	42446.6	30555.93	7962
_h5_4501	17654.99	16529.6	27340
_h5_4503	25799.92	21829.12	1228
_h5_3845	25777.34	22105.53	1228
_h5_4505	26088.67	23086.91	1228
_h5_4050	25673.61	25291.12	61
_h5_4406	26091.74	23108.42	1228
_h5_4428	25396.48	25009.74	61
_h6_1823	43922.85	32054.77	7962
_h5_3960	18747.58	21682.5	166
_h5_4085	19374.35	21663.77	166
_h5_4293	35428.37	26686.7	411
_h6_900	22393.38	18645.82	301
_h5_4781	32105.78	26306.64	411
_h5_4761	32147.62	26329.5	411
_h5_4414	21249.55	22974.38	187
_h5_4521	20970.67	23028.87	187
_h5_4548	20957.52	23028.06	187
_h5_4566	18610.84	17186.42	27340
_h6_1530	15432.18	14211.96	27340
_h6_1651	14888.91	13549.2	27340
_h6_1518	13100.67	23022.9	115827
_h5_4052	17818.18	24897.03	122
_h5_4109	17846.99	24908.18	122
_h6_1064	10538.16	10717.74	17609
_h5_4135	19688.86	19695.09	2
_h6_9	29031.76	15953.29	322
_h5_4621	26265.35	25027.42	61
_h5_4167	27064.13	26186.4	61
_h5_4632	26384.99	25800.36	61
_h5_3762	24243.9	24598.0	152
_h5_4529	24537.07	28999.02	30
_h6_1176	40617.63	30138.86	7962
_h5_4355	31099.02	25911.49	411
_h5_4639	25995.1	23260.45	1228
_h5_4234	26733.72	26164.7	61
_h5_4850	26731.95	26209.52	61
_h5_4383	22075.27	23116.66	50084
_h5_4041	22073.46	23119.42	50084
_h6_445	21039.66	18969.71	301
_h5_4261	22065.7	23113.58	50084
_h5_4238	22070.07	23112.77	50084
_h5_4789	19105.62	21885.26	166
_h5_4708	29062.29	15956.14	322
_h5_4033	38382.76	29166.21	7962
_h6_78	23390.67	18643.58	301
_h5_3864	25508.64	28111.65	53
_h5_4146	25549.09	28048.69	53
_h6_1239	22302.87	15238.33	301
_h5_4622	26206.02	24236.23	1228
_h5_4623	22210.59	22347.45	50084
_h5_4625	26136.99	23944.08	1228
_h6_59	20086.15	23184.34	187
_h5_4364	33925.56	12670.36	117
_h6_1387	22439.59	15425.03	301
_h6_909	13679.37	25346.38	122
_h6_923	18329.63	16881.54	27340
_h6_929	18532.06	16938.96	27340
_h5_4609	22185.02	22322.46	50084
_h5_4536	20127.18	19307.91	2
_h6_834	22613.92	18709.44	301
_h5_4614	20345.32	23146.92	187
_h6_1338	16975.01	15673.3	27340
_h6_493	21057.18	18720.7	301
_h6_498	20048.73	21505.58	166
_h6_188	15117.59	25055.29	122
_h5_4719	14901.31	13565.22	27340
_h5_3760	19141.12	22262.91	166
_h6_1394	42359.29	30628.21	7962
_h5_4121	22497.8	22476.15	50084
_h6_295	17813.59	24594.16	122
_h6_1009	14906.39	13631.92	27340
_h5_4043	20378.34	19184.13	2
_h5_4120	19996.76	19417.57	2
_h5_4137	23663.66	23664.78	60
_h6_291	34985.54	26714.88	411
_h6_1747	24032.62	14552.25	141247
_h5_4296	24201.43	24565.61	152
_h5_4813	21354.23	22965.37	187
_h5_4285	23636.61	23655.14	60
_h6_943	15006.56	13758.0	27340
_h6_1000	19477.34	17415.59	27340
_h5_4147	24022.28	24436.51	152
_h5_4831	19058.54	21175.34	166
_h5_4832	29971.78	26046.6	84
_h5_4785	29895.87	26088.91	84
_h5_4798	29993.98	26042.72	84
_h5_4112	24159.96	23897.81	60
_h5_4132	22687.7	19362.13	301
_h5_4258	21130.71	18972.39	301
_h5_3961	24155.47	23891.46	60
_h5_4543	22541.64	19153.32	301
_h5_4086	24580.7	24717.0	152
_h5_3934	24231.72	24588.71	152
_h5_4215	24218.52	24578.64	152
_h6_1167	39014.05	29281.09	7962
_h5_4295	19893.81	18605.45	2
_h6_1640	14937.55	13600.72	27340
_h5_4306	21442.01	24563.11	393
_h5_4304	19689.51	19376.93	2
_h5_4299	19692.21	19297.49	2
_h5_4305	31655.0	26103.44	411
_h5_4737	31177.85	25957.46	411
_h6_1840	14728.15	13294.13	27340
_h5_4731	36640.69	27160.49	411
_h5_4191	23685.52	18716.95	1228
_h5_4739	23038.1	31200.48	114333
_h5_4239	21449.98	24569.63	393
_h5_4233	34138.96	12569.73	117
_h5_3870	34072.98	12594.82	117
_h6_1765	7139.76	17107.36	142938
_h5_3916	31471.49	26030.53	411
_h6_2	21301.82	22968.13	187
_h6_928	22471.44	22953.02	50084
_h5_4540	19756.91	18030.75	2
_h5_4542	15300.94	14038.31	27340
_h5_4615	14802.4	13416.41	27340
_h6_1147	18806.1	17009.81	27340
_h5_4562	25818.67	21791.73	1228
_h5_4427	32428.54	26425.57	411
_h6_1822	15030.83	13708.17	27340
_h6_645	8342.5	27261.55	71609
_h6_1193	40523.98	30056.73	7962
_h5_4825	33326.74	26636.42	411
_h5_4841	33512.32	26666.95	411
_h6_293	22492.88	17511.8	301
_h6_273	19220.33	20452.31	2
_h6_1776	23956.43	18823.74	1228
_h5_4799	15600.75	13807.16	27340
_h5_4862	16012.37	14518.36	27340
_h6_1401	15732.41	14502.81	27340
_h5_3935	14406.44	12317.34	53255
_h5_4454	24171.98	23904.68	60
_h5_3571	41559.07	30880.43	7962
_h5_4045	22325.58	18852.08	301
_h6_1773	14741.56	13325.99	27340
_h5_4511	24160.7	23894.43	60
_h5_4129	26688.25	25925.93	61
_h5_4750	26109.29	23382.34	1228
_h5_3987	21871.93	22863.24	50084
_h6_1165	32413.74	26194.03	411
_h6_409	23752.13	18428.63	301
_h6_423	37893.37	28532.13	7962
_h6_646	37292.75	27889.37	7962
_h6_30	25815.59	21714.01	1228
_h6_332	21822.42	18939.81	301
_h6_967	8494.1	27164.38	71609
_h5_4617	21467.76	18936.97	301
_h5_4706	22665.85	23018.63	50084
_h5_4674	25885.94	25502.16	61
_h5_4692	19113.91	22160.24	166
_h6_5	11923.35	24812.76	2873
_h5_3696	17764.25	24599.39	122
_h5_4249	35176.17	26691.6	411
_h5_4071	22402.57	23020.77	50084
_h6_694	37530.29	28157.67	7962
_h5_4851	41216.34	30685.32	7962
_h6_330	17441.06	24588.05	122
_h6_308	19846.26	19466.87	2
_h5_4263	17392.57	24585.16	122
_h6_804	19384.01	17328.18	27340
_h6_52	35183.88	26709.0	411
_h5_4701	19839.11	21640.81	166
_h6_871	19351.81	17290.13	27340
_h6_3	29982.6	22791.26	484
_h5_4648	26723.09	26133.02	61
_h5_4641	26090.87	23367.23	1228
_h5_4640	19084.21	23563.98	166
_h5_4583	26787.49	26096.14	61
_h5_4677	26943.51	26148.46	61
_h5_4693	26806.34	26089.17	61
_h6_1804	15002.64	13676.71	27340
_h5_4465	22717.5	23388.99	50084
_h5_4524	22683.78	23379.91	50084
_h6_901	13596.69	11914.76	53255
_h5_4460	19866.92	23223.92	187
_h5_4517	19358.33	20116.69	2
_h5_4551	19134.72	21750.64	166
_h5_4405	19945.48	23209.96	187
_h5_4736	20113.66	19320.51	2
_h5_4763	25550.92	20940.56	1228
_h6_749	38379.68	24640.51	54209
_h5_4744	25758.44	21382.89	1228
_h5_4742	27859.6	22993.52	109891
_h5_4024	22946.48	29756.81	128570
_h5_4516	26095.42	23512.87	1228
_h5_3804	25692.5	25311.35	61
_h5_3805	6970.08	11980.8	98644
_h5_4368	23208.43	23541.12	50084
_h6_1478	41570.5	30956.67	7962
_h6_668	23314.5	18634.31	301
_h6_651	13913.87	12322.82	53255
_h6_1416	40966.49	30470.59	7962
_h5_4637	32395.71	26208.61	411
_h5_4380	26807.46	26177.88	61
_h5_4630	23004.96	18652.93	301
_h6_1339	40451.38	29985.92	7962
_h6_207	34433.2	26726.64	411
_h5_4125	29958.44	26039.99	84
_h5_4006	22971.71	18991.92	301
_h5_4790	18744.19	22245.65	166
_h6_306	41367.29	30807.04	7962
_h6_271	18196.35	24494.22	166
_h5_4865	21710.34	22898.45	50084
_h5_4314	19123.97	21663.87	166
_h5_4752	19110.68	21670.72	166
_h5_4250	26440.03	25878.5	61
_h5_4253	25228.97	24841.58	61
_h6_639	19778.45	18191.06	2
_h6_755	23048.26	18640.04	301
_h5_4386	19234.79	17200.63	27340
_h5_4387	25814.01	22450.82	1228
_h5_4202	25823.28	22501.22	1228
_h5_4159	19850.91	21646.02	166
_h6_861	19316.61	17264.59	27340
_h5_4097	22746.8	23396.88	50084
_h5_3794	22706.44	23389.43	50084
_h5_4219	22805.6	23412.71	50084
_h5_4624	16355.21	14958.49	27340
_h6_860	19813.0	17686.39	2
_h5_4554	19851.44	21642.77	166
_h5_4416	19782.65	23239.52	187
_h5_3566	13982.42	25395.67	122
_h5_4525	31091.24	25912.8	411
_h5_4412	19242.02	20387.85	2
_h5_4867	14819.63	25203.11	122
_h5_3922	16380.56	24595.12	122
_h5_3911	16488.83	24581.27	122
_h5_4844	31840.84	26207.69	411
_h6_18	19087.3	21702.63	166
_h6_12	16734.45	24548.23	122
_h5_4661	44074.59	23635.14	127002
_h5_4106	22657.71	15859.66	301
_h5_4076	38561.51	29060.17	7962
_h5_4077	19682.64	19217.53	2
_h6_1114	41462.29	30872.25	7962
_h6_946	25069.8	18006.39	69293
_h6_1101	18196.15	16829.79	27340
_h5_4458	23697.25	18723.97	1228
_h6_123	26414.97	25840.43	61
_h5_4859	11049.43	29327.7	71466
_h6_28	32184.52	26343.39	411
_h5_3599	31174.93	25935.91	411
_h6_866	19729.9	17909.76	2
_h5_4211	22782.83	18720.28	301
_h5_3746	25765.88	21489.38	1228
_h5_4148	25634.44	21122.46	1228
_h6_1178	18289.46	16868.62	27340
_h6_1226	39896.92	29572.04	7962
_h5_4675	25758.49	25376.06	61
_h5_4597	16830.75	15470.29	27340
_h5_4594	26289.39	24627.69	1228
_h5_4754	25827.63	25453.15	61
_h5_4322	34481.97	26726.82	411
_h6_129	33070.31	26592.26	411
_h5_4698	14920.15	13578.79	27340
_h5_4699	19875.69	17724.28	2
_h5_4755	16347.66	14937.19	27340
_h5_4757	16174.12	24615.52	122
_h5_4696	15797.34	24723.63	122
_h5_4694	25797.96	21564.37	1228
_h5_4359	24977.44	20076.04	1228
_h5_4350	21478.42	24580.29	393
_h5_4494	22463.36	22944.05	50084
_h6_1446	22166.32	15037.53	301
_h5_4319	24127.94	23864.71	60
_h5_4522	24018.85	18865.33	1228
_h6_387	19644.8	17571.2	2
_h5_4370	24254.73	24606.26	152
_h6_1294	22650.73	15802.28	301
_h5_4142	20676.77	24144.31	175
_h5_4144	26371.31	25745.62	61
_h6_1759	32590.09	15073.62	137580
_h6_1006	39815.46	29532.2	7962
_h5_4818	19700.46	19232.96	2
_h5_4814	22413.92	19321.19	301
_h5_4815	37860.81	28501.49	7962
_h5_4361	29781.06	26145.5	84
_h6_574	25330.55	24943.36	61
_h6_1844	14655.89	13197.67	27340
_h5_3989	18744.33	21667.22	166
_h5_4241	33194.65	21151.65	100564
_h5_4240	19155.86	22598.2	166
_h5_4399	24578.99	28947.61	30
_h6_15	28618.99	22723.85	109891
_h6_1065	41260.73	30720.26	7962
_h5_4784	22201.95	19515.88	301
_h5_4627	26197.06	23413.52	1228
_h6_1157	25193.6	17169.39	69293
_h5_4402	25877.79	22655.62	1228
_h5_4408	29540.24	26249.18	84
_h5_4872	34281.75	26725.65	411
_h5_4486	29961.63	22778.0	484
_h6_1238	6980.47	12074.55	98644
_h6_84	21128.26	24356.58	175
_h6_1496	42591.49	31579.92	7962
_h6_1570	43696.72	31864.32	7962
_h6_1391	16618.12	15190.01	27340
_h5_4193	22603.21	23627.68	50084
_h6_1389	40656.0	30180.89	7962
_h5_4297	24999.92	20118.27	1228
_h5_4665	25364.31	24977.34	61
_h5_4849	25790.72	22161.5	1228
_h6_87	23224.93	18632.55	301
_h6_26	19207.44	23569.24	166
_h6_27	13722.98	25353.64	122
_h6_33	35891.12	26764.25	411
_h6_32	23870.87	18772.79	1228
_h6_31	31402.65	26030.45	411
_h6_36	14913.7	13581.24	27340
_h6_34	22346.16	23000.14	50084
_h6_38	14170.15	12739.92	53255
_h6_37	25312.21	26717.49	1866
_h6_42	32088.42	26303.64	411
_h6_46	30489.93	22716.81	484
_h6_48	18675.79	24256.42	166
_h6_44	19278.52	20303.85	2
_h6_45	21716.26	22897.41	50084
_h6_55	12396.28	24869.3	2873
_h6_51	22949.53	18663.56	301
_h6_53	25799.91	22079.19	1228
_h6_58	19758.15	23244.06	187
_h6_66	32316.47	26389.34	411
_h6_69	40050.49	29659.56	7962
_h6_76	34149.58	26722.25	411
_h6_77	28802.67	26371.27	84
_h6_79	20675.84	24137.36	175
_h6_83	19119.38	20805.98	2
_h6_86	19274.69	17229.1	27340
_h6_88	21076.02	24478.66	175
_h6_89	33946.97	26711.02	411
_h6_1545	15547.33	14335.32	27340
_h6_97	22902.67	18670.19	301
_h6_96	22707.8	22977.33	50084
_h6_93	22747.18	18710.26	301
_h6_101	33382.33	26648.72	411
_h6_103	36002.58	26796.63	411
_h6_104	18979.76	23989.74	166
_h6_106	16906.39	15588.12	27340
_h6_107	11830.76	24815.33	2873
_h6_110	33803.15	26700.27	411
_h6_118	25470.75	26776.73	1866
_h6_112	23351.44	18741.88	301
_h6_1619	43509.81	31768.91	7962
_h6_119	18917.04	24060.2	166
_h6_122	36043.52	26810.53	411
_h6_124	22357.8	31860.13	6805
_h6_120	33027.42	26582.97	411
_h6_127	21063.02	24486.49	175
_h6_132	41348.88	30784.49	7962
